id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
37819,,Announcements,Sahibganj NIC,General,General,Bihar,Unknown,,,https://sahibganj.nic.in/notice_category/announcements/,Announcements,,open
37820,,Recruitment,Sahibganj NIC,General,General,Bihar,Unknown,,,https://sahibganj.nic.in/notice_category/recruitment/,Recruitment,,open
37821,,Tenders,Sahibganj NIC,General,General,Bihar,Unknown,,,https://sahibganj.nic.in/notice_category/tenders/,Tenders,,open
37822,,General Information,Sahibganj NIC,General,General,Bihar,Unknown,,,https://sahibganj.nic.in/notice_category/information/,General Information,,open
37823,,View (2 MB),Sahibganj NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17722833314402.pdf,"Short Tender NoticeAssistant Director,Sugarcane Development Office,Sahibganj28/02/202610/03/2026View (2 MB)",,open
37824,,View (381 KB),Sahibganj NIC,General,General,Bihar,Unknown,2026-02-21 00:00:00.000000,,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17716590137265.pdf,"Tender Cancellation NoticeCivil surgeon Cum Chief Medical Office, Sahibganj21/02/202628/02/2026View (381 KB)",,open
37825,,View (763 KB),Sahibganj NIC,General,General,Bihar,Unknown,2026-01-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/01/17695994048441.pdf,"Tender Cancellation NoticeDistrict Planning Office, Sahibganj28/01/202601/03/2026View (763 KB)",,open
37828,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Simdega NIC,General,Power,Bihar,Unknown,2026-02-27 00:00:00.000000,,https://simdega.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of Jharkhandजिला सिमडेगाDISTRICT SIMDEGAMenu ToggleMoreHomeWho’s WhoABOUT DISTRICTIntroductionHistory & HeroesSuccessors of DCMap of DistrictAdministrative SetupCollectorateSubdivision & BlockVillage & PanchayatPoliceConstituenciesPEOPLE REPRESENTATIVEMP & MLADirectoryTour Program DCDisaster ManagementHelplineSTD & PIN CodePublic UtilitiesBankCollege/UniversityElectricityHospitalMunicipalityNGOSchoolDepartmentsRevenueHealthDRDADMFTGeneral SectionANIMAL ",,open
37829,,Tenders,Simdega NIC,General,General,Bihar,Unknown,,,https://simdega.nic.in/en/notice_category/tenders/,Tenders,,open
37830,,Recruitment,Simdega NIC,General,General,Bihar,Unknown,,,https://simdega.nic.in/en/notice_category/recruitment/,Recruitment,,open
37831,,Announcements,Simdega NIC,General,General,Bihar,Unknown,,,https://simdega.nic.in/en/notice_category/announcements/,Announcements,,open
37832,,हिन्दी,Simdega NIC,General,General,Bihar,Unknown,,,https://simdega.nic.in/notice_category/tenders/,हिन्दी,,open
37833,,View (1 MB),Simdega NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s30fcbc61acd0479dc77e3cccc0f5ffca7/uploads/2026/02/17722769938952.pdf,"Very Short Term Tender Invitation Notice, Office of District Superintendent of Education, SimdegaVery Short Term Tender Invitation Notice, Office of District Superintendent of Education, Simdega (Letter no- 247(ii) dated – 28-02-2026)28/02/202607/03/2026View (1 MB)",,open
37834,,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्द",Khunti NIC,General,Power,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://khunti.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of JharkhandखूँटीKhuntiMenu ToggleMoreHomeCOVID-19About DistrictHistoryWho’s WhoMap of DistrictAdministrative SetupDISTRICTSUBDIVISIONBLOCKRaniaMurhuTorpaKarraKhuntiArkiPanchayatsVillagePolice StationSuccessor Collectorspeople representativeMP & MLADirectoryContact ListDC Tour ProgramPublic UtilitiesBANKSATMsColleges/UniversitiesHospitalsMunicipalitiesPost officeHelplineDepartmentsDRDAHealthCivil Surgeon officeNational Tobacco Control Programme (NTCP)EDUCATIONAnimal Husb",,open
37835,,Recruitment,Khunti NIC,General,General,Bihar,Unknown,,,https://khunti.nic.in/notice_category/recruitment/,Recruitment,,open
37836,,Tenders,Khunti NIC,General,General,Bihar,Unknown,,,https://khunti.nic.in/notice_category/tenders/,Tenders,,open
37837,,View (598 KB),Khunti NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s301f78be6f7cad02658508fe4616098a9/uploads/2026/02/17722798116305.pdf,Short tender notice regarding supply of Eeco Ambulance and Funeral VanShort tender notice regarding supply of Eeco Ambulance and Funeral Van28/02/202617/03/2026View (598 KB),,open
37838,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Ramgarh NIC,General,Power,Bihar,Unknown,2026-03-03 00:00:00.000000,,https://ramgarh.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखंड सरकारGovernment of Jharkhandरामगढ़RAMGARHMenu ToggleMoreHomeInnovative ProjectMunicipal Election 2026DEO PORTALAbout UsOverviewHistoryMap of DistrictOur OfficersDC RamgarhSP RamgarhAdministrative SetupCollectorateSubdivisionWho’s WhoPoliceBlockCourtConstituenciesDirectoryContact DirectoryDisaster ManagementHelplinePublic UtilitiesBanksColleges/UniversitiesHospitalsPostalSchoolsDepartmentsFOREST DEPARTMENTAtma / AgricultureAnimal HusbandryDistrict Transport OfficeELECTIO",,open
37839,,Announcements,Ramgarh NIC,General,General,Bihar,Unknown,,,https://ramgarh.nic.in/notice_category/announcements/,Announcements,,open
37840,,Recruitment,Ramgarh NIC,General,General,Bihar,Unknown,,,https://ramgarh.nic.in/notice_category/recruitment/,Recruitment,,open
37841,,Tenders,Ramgarh NIC,General,General,Bihar,Unknown,,,https://ramgarh.nic.in/notice_category/tenders/,Tenders,,open
37842,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Lohardaga NIC,General,Power,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://lohardaga.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGOVERNMENT OF JHARKHANDलोहरदगाLohardagaMenu ToggleMoreHomeJHARKHAND@25About DistrictHistoryWho’s Who?Map of DistrictAdministrative SetupCollectorateSub Division & BlocksPanchayats & VillagesPoliceSuccess StoriesDirectoryContactsHelplinePublic UtilitiesBanksColleges/UniversitiesElectricityHospitalsMunicipalitiesNGOsPostalSchoolsDEO PORTALLegislative Assembly Election 2024General Elections to Parliament ConstituencyNagarpalika Election 2026DepartmentsITDA/WelfareSch",,open
37843,,Notice,Lohardaga NIC,General,General,Bihar,Unknown,,,https://lohardaga.nic.in/notice_category/notice/,Notice,,open
37844,,Recruitment,Lohardaga NIC,General,General,Bihar,Unknown,,,https://lohardaga.nic.in/notice_category/recruitment/,Recruitment,,open
37845,,Announcements,Lohardaga NIC,General,General,Bihar,Unknown,,,https://lohardaga.nic.in/notice_category/announcements/,Announcements,,open
37846,,Tenders,Lohardaga NIC,General,General,Bihar,Unknown,,,https://lohardaga.nic.in/notice_category/tenders/,Tenders,,open
37847,,View (410 KB),Lohardaga NIC,General,General,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://cdn.s3waas.gov.in/s33c59dc048e8850243be8079a5c74d079/uploads/2026/03/17724486705954.pdf,"Corrigendum for RFP Didi Cafe, KuruCorrigendum for RFP Didi Cafe, Kuru02/03/202610/03/2026View (410 KB)",,open
37848,,View (5 MB),Lohardaga NIC,General,General,Bihar,Unknown,2026-02-19 00:00:00.000000,,https://cdn.s3waas.gov.in/s33c59dc048e8850243be8079a5c74d079/uploads/2026/02/17715006053434.pdf,Request For Proposal (2nd Call): Jila ParishadRequest For Proposal (2nd Call): Jila Parishad19/02/202605/03/2026View (5 MB),,open
37849,,View (5 MB),Lohardaga NIC,General,General,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://cdn.s3waas.gov.in/s33c59dc048e8850243be8079a5c74d079/uploads/2026/02/17706272086004.pdf,NIT Notice Inviting E auction For Allocation Of Sand Ghat : Mining Dept. LohardagaNIT Notice Inviting E auction For Allocation Of Sand Ghat09/02/202611/03/2026View (5 MB),,open
37850,,View (806 KB),Lohardaga NIC,General,General,Bihar,Unknown,2026-01-17 00:00:00.000000,,https://cdn.s3waas.gov.in/s33c59dc048e8850243be8079a5c74d079/uploads/2026/01/17687197055314.pdf,Important notice for enrollment at Eklavya Model School: ITDAImportant notice for enrollment at Eklavya Model School: ITDA17/01/202608/03/2026View (806 KB),,open
37851,,View (4 MB),Lohardaga NIC,General,General,Bihar,Unknown,2025-12-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s33c59dc048e8850243be8079a5c74d079/uploads/2025/12/17668177402365.pdf,NIT Notice Inviting E auction For Allocation Of Sand Ghat : Mining Dept. LohardagaNIT Notice Inviting E auction For Allocation Of Sand Ghat27/12/202510/12/2026View (4 MB),,open
37852,,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्द",Koderma NIC,General,Power,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://koderma.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of JharkhandकोडरमाKodermaMenu ToggleMoreHomeAbout DistrictHistoryWho’s WhoMap of DistrictOrganisation ChartAdministrative SetupCollectorateSubdivision & BlocksPanchayats & VillagesCircleDemographyEconomyDirectoryContact DirectoryList Of CollectorsDisaster ManagementHelplinePublic UtilitiesSchoolsColleges/UniversitiesBanksHospitalsMunicipalitiesDepartmentFood And Supply DepartmentHealth Department KodermaEducationInformation & Public Relations Department(IPRD) KodermaAnim",,open
37853,,Notice,Koderma NIC,General,General,Bihar,Unknown,,,https://koderma.nic.in/notice_category/notice/,Notice,,open
37854,,Tenders,Koderma NIC,General,General,Bihar,Unknown,,,https://koderma.nic.in/notice_category/tenders/,Tenders,,open
37855,,Recruitment,Koderma NIC,General,General,Bihar,Unknown,,,https://koderma.nic.in/notice_category/recruitment/,Recruitment,,open
37856,,View (2 MB),Koderma NIC,General,General,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://cdn.s3waas.gov.in/s3087408522c31eeb1f982bc0eaf81d35f/uploads/2026/03/17725395969946.pdf,General Auction Notice and Auction conditions for Auction of Seized Vehicles From Divisional Forest Office KodermaGeneral Auction Notice and Auction conditions for Auction of Seized Vehicles From Divisional Forest Office Koderma02/03/202624/03/2026View (2 MB),,open
37857,,View (201 KB),Koderma NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s3087408522c31eeb1f982bc0eaf81d35f/uploads/2026/03/17724431993579.pdf,"Short-Term Tender Notice for Sports, Beautification and Band Uniforms in PM Shree School from DEO Office KodermaShort-Term Tender Notice for Sports, Beautification and Band Uniforms in PM Shree School from DEO Office Koderma28/02/202609/03/2026View (201 KB)Sports kit school (1 MB)Aesthetics for schools (1 MB)Uni. Band (1 MB)",,open
37858,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Deoghar NIC,General,Power,Bihar,Unknown,2026-03-06 00:00:00.000000,,https://deoghar.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of JharkhandदेवघरDeogharMenu ToggleMoreHomeAbout DistrictHistoryWho’s WhoSuccessor List of Deputy CommissionerAdministrative SetupCollectorateSubdivisionCircle and BlockVillage & PanchayatsPoliceCourtsConstituencyDemographyE-GovernanceMapMap of DistrictMap of BlockDEO PortalDeoghar Nagar Nigam and Madhupur Nagar Parishad Election 2026.New Draft publication of Rationalization of polling station list of Deoghar District Dated 23.12.2025.Draft publication ",,open
37859,,Recruitment,Deoghar NIC,General,General,Bihar,Unknown,,,https://deoghar.nic.in/notice_category/recruitment/,Recruitment,,open
37860,,Tenders,Deoghar NIC,General,General,Bihar,Unknown,,,https://deoghar.nic.in/notice_category/tenders/,Tenders,,open
37861,,Notice,Deoghar NIC,General,General,Bihar,Unknown,,,https://deoghar.nic.in/notice_category/notice/,Notice,,open
37862,,View (3 MB),Deoghar NIC,General,General,Bihar,Unknown,2026-03-06 00:00:00.000000,,https://cdn.s3waas.gov.in/s3559cb990c9dffd8675f6bc2186971dc2/uploads/2026/03/17724614827664.pdf,"Notice of invitation for various very short term rates invited under Drinking Water and Sanitation Division, Deoghar.Notice of invitation for various very short term rates invited under Drinking Water and Sanitation Division, Deoghar.Name of the Office :- Drinking Water and Sanitation Division, Deoghar.Last Date :- 06/03/2026, Time 01:00 PM02/03/202606/03/2026View (3 MB)",,open
37863,,View (474 KB),Deoghar NIC,General,General,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://cdn.s3waas.gov.in/s3559cb990c9dffd8675f6bc2186971dc2/uploads/2026/03/17724606742762.pdf,"Expressions of interest are invited for Installation of Floating Jetty/Working Platform.The installation of a floating jetty for loading into the reservoir is to be done based on the required specifications set by the Directorate of Tourism, Jharkhand, Ranchi. In light of the above, expressions of interest are invited from empanelled agencies or agencies/suppliers by 3:00 pm on 11.03.2026 at the District Fisheries Office, Deoghar.Name of the Office :-District Fisheries Office, Deoghar.Last Date :- 03:00 pm on 11.03.202602/03/202611/03/2026View (474 KB)",,open
37864,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Godda NIC,General,Power,Bihar,Unknown,2026-03-13 00:00:00.000000,,https://godda.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGOVERNMENT OF JHARKHANDगोड्डाGODDAMenu ToggleMoreHomeAbout DistrictDistrict Daily ActivitiesHistoryE-GOVERNANCEWho’s WhoMap of DistrictAdministrative SetupCollectorateBlock and AnchalSubdivision & BlocksVillage & PanchayatsPoliceCourtsConstituenciesDemographyEconomyDEO PortalMUNICIPAL (GENERAL) ELECTION-2026MUNICIPAL(GENERAL) ELECTION-2025Vidhan Sabha Election 2024General Election to Lok Sabha 2024Nagar Parishad Panchayat Election Godda/Mahagama 20233-TIRE PANCHAY",,open
37865,,Recruitment,Godda NIC,General,General,Bihar,Unknown,,,https://godda.nic.in/notice_category/recruitment/,Recruitment,,open
37866,,Tenders,Godda NIC,General,General,Bihar,Unknown,,,https://godda.nic.in/notice_category/tenders/,Tenders,,open
37867,,View (1 MB),Godda NIC,General,General,Bihar,Unknown,2026-03-13 00:00:00.000000,,https://cdn.s3waas.gov.in/s31ff1de774005f8da13f42943881c655f/uploads/2026/02/17715714306818.pdf,"Very short tender notice from Building Construction Department, Building Division, Godda Regarding Construction of boundary raise and sitout shed in the campus of Poreyahat ParkVery short tender notice from Building Construction Department, Building Division, Godda Regarding Construction of boundary raise and sitout shed in the campus of Poreyahat ParkLast Date: 13/03/2026 Time: 03:00 PM19/02/202613/03/2026View (1 MB)",,open
37868,,View (476 KB),Godda NIC,General,General,Bihar,Unknown,2025-12-29 00:00:00.000000,,https://cdn.s3waas.gov.in/s31ff1de774005f8da13f42943881c655f/uploads/2025/12/17670094678933.pdf,"AB-JAY DPC Cancellation Notice From Civil Surgeon Office, GoddaAB-JAY DPC Cancellation Notice From Civil Surgeon Office, Godda29/12/202508/12/2026View (476 KB)",,open
37869,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Gumla NIC,General,Power,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://gumla.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of JHARKHANDगुमलाGUMLAMenu ToggleMoreHomeAbout DistrictHistoryDemographyAdministrative SetupConstituenciesCollectorate GumlaSubdivisionsBlock and CirclePanchayatVillagesWho’s WhoDM ProfilesList of DCMap of DistrictEminent PersonsDepartmentsEducationHealthAnimal HusbandryRevenueSocial Security CellFOREST DIVISIONStatistics DepartmentNagar ParishadAnti-Narcotic CampaignCOVID-19ONE DISTRICT ONE PRODUCT(ODOP)DirectoryHelplineKey ContactCircuit HouseDisaster",,open
37870,,Recruitment,Gumla NIC,General,General,Bihar,Unknown,,,https://gumla.nic.in/notice_category/recruitment/,Recruitment,,open
37871,,Results,Gumla NIC,General,General,Bihar,Unknown,,,https://gumla.nic.in/notice_category/results/,Results,,open
37872,,Tenders,Gumla NIC,General,General,Bihar,Unknown,,,https://gumla.nic.in/notice_category/tenders/,Tenders,,open
37873,,Events,Gumla NIC,General,General,Bihar,Unknown,,,https://gumla.nic.in/notice_category/events/,Events,,open
37874,,Announcements,Gumla NIC,General,General,Bihar,Unknown,,,https://gumla.nic.in/notice_category/announcements/,Announcements,,open
37875,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Chatra NIC,General,Power,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://chatra.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखंड सरकारGOVERNMENT OF JHARKHANDचतराCHATRAMenu ToggleMoreHomeAbout DistrictAbout DistrictHistoryMap of DistrictAdministrative SetupCollectorateSubdivision & BlocksVillage & PanchayatsPoliceConstituenciesDemographyDirectoryDisaster ManagementHelplineOfficials DirectoryDistrict Election Office ChatraInformation Public Relation DepartmentSocial Security OfficeDistrict Agriculture OfficeLABOR SUPRIENTENDENT OFFICE, CHATRADrinking Water & Sanitation DepartmentSoil Conservation O",,open
37876,,Announcements,Chatra NIC,General,General,Bihar,Unknown,,,https://chatra.nic.in/notice_category/announcements/,Announcements,,open
37877,,Notification,Chatra NIC,General,General,Bihar,Unknown,,,https://chatra.nic.in/notice_category/notification/,Notification,,open
37878,,Recruitment,Chatra NIC,General,General,Bihar,Unknown,,,https://chatra.nic.in/notice_category/recruitment/,Recruitment,,open
37879,,Tenders,Chatra NIC,General,General,Bihar,Unknown,,,https://chatra.nic.in/notice_category/tenders/,Tenders,,open
37880,,View (821 KB),Chatra NIC,General,General,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://cdn.s3waas.gov.in/s3ff4d5fbbafdf976cfdc032e3bde78de5/uploads/2026/02/17720173221047.pdf,Very short term tender invitation notice for running through RFID in the physical examination of newly enrolled Home Guards.25/02/202615/03/2026View (821 KB),,open
37881,,View (650 KB),Chatra NIC,General,General,Bihar,Unknown,2026-02-18 00:00:00.000000,,https://cdn.s3waas.gov.in/s3ff4d5fbbafdf976cfdc032e3bde78de5/uploads/2026/02/17714118364857.pdf,Short term tender for educational tour of students of class 6-8 within the state in the academic session 2025-26.18/02/202626/02/2026View (650 KB),,open
37882,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Garhwa NIC,General,Power,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://garhwa.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीझारखण्ड सरकारGovernment of jharkhandगढ़वाGarhwaMenu ToggleMoreHomeAbout DistrictHistoryDistrict at a GlanceWho’s WhoMap of DistrictList of CollectorsGARHWA BOOKLETAdministrative SetupCollectorateSUB DIVISIONBlocks And PanchayatNagar Parishad and Nagar PanchayatPolice StationCourtsConstituenciesDemographyCOVID-19AAROGYA SETU APPCOVID-19 SAFE APPSurvey Questionnaire regarding Corona outbreak for General PublicDirectoryTELEPHONE DIRECTORYDistrict OfficialsBlock Developement Office",,open
37883,,GENERAL NOTICES,Garhwa NIC,General,General,Bihar,Unknown,,,https://garhwa.nic.in/notice_category/general-notices/,GENERAL NOTICES,,open
37884,,Recruitment,Garhwa NIC,General,General,Bihar,Unknown,,,https://garhwa.nic.in/notice_category/recruitment/,Recruitment,,open
37885,,Tenders,Garhwa NIC,General,General,Bihar,Unknown,,,https://garhwa.nic.in/notice_category/tenders/,Tenders,,open
